-14081595939,-2481270802
-14081620938,-2481245905
-14081066617,-2484984127
-14081576302,-2481241097
-14085316463,-2480130576
-14080681424,-2481650645
-14081610233,-2481226927
-14081618705,-2481224420
-2050517960,2726019511
-2051172269,2726235408
-2050848680,2725733870
-2050502096,2726047861
-2050488000,2726031262
-2050500135,2726041122
-2050509342,2726072762
-2050212232,2725905055
-2046842357,2724362806
-2050580517,2726060360
-2050498690,2726071052
-2050480100,2726048091
-15827008733,-441951845
-15826378146,-441546950
-15827084284,-442002142
-15827078952,-441994375
-872294028,473975230
-872539750,474047917
-871371118,473683507
-864142156,478452333
-871486748,474815049
-857603459,467382634
-876111473,469742091
-871545039,473686080
-867447959,476329702
-879564602,466759654
2421596422,1246349410
2421701132,1246446688
2421106499,1246494336
2421701132,1246345416
2421697709,1246330196
2421688961,1246307924
2421688708,1246322111
2421947897,1246205502
6382770595,2315059435
6382763334,2315057504
6382735700,2315065678
6382541042,2315123261
6383265409,2315377151
6382766609,2315054094
6382624159,2315544903
6382778537,2315051017
6382755674,2315092969
6382731856,2315174816
4434688878,-8744211050
4434396900,-8744430963
4434175178,-8743756903
4434366422,-8744414084
4434313838,-8744401619
4434366640,-8744418126
4434432019,-8744447035
4434939860,-8744049896
4434239778,-8744527696
6009762174,1898967035
6009758154,1898965836
6009762982,1898950084
6009760454,1898968771
6009764770,1898965847
6009795530,1898990345
6009713002,1898926839
6009749486,1899005510
6009681719,1899238383
6009761107,1898963237
6009777658,1898847132
6009771809,1898962626
6009759861,1898969859
6009760454,1899128887
8556090175,7398044150
8556085438,7398060428
8556020634,7397930743
8556100643,7398002093
8556226386,7397944859
8556093410,7398004232
8556102581,7398176939
8556197986,7397957857
8556084609,7398063276
8556102581,7398166529
8556100251,7398009523
8556084322,7398006921
8556102790,7398000049
8556099378,7398012526
8556110510,7397945893
9133919523,7051466758
9099316258,7021372544
9134142135,7051221015
9133973750,7051259196
9133967821,7051673454
9134271861,7051161645
9132960721,7054761542
9136017544,7036921465
9126461963,7044818049
9150673424,7043655346
9130825458,7052230343
9135691644,7052407646
9133910064,7051499263
9134712638,7046075705
9134119592,7051398243
9134302058,7051147825
9134516127,7051049855
9135282659,7042076870
9134014763,7051330933
9133956376,7051340117
9132730654,7055552134
9145485737,7058696361
9137750075,7053729349
9143488025,7046943798
9134609,382766985
8503048,382952088
9057958,383030385
9776136,382471754
9122826,382807474
8935081,382592299
9127076,382758124
8800962,382476462
8596130,382299550
8678722,382900122
-6789794499,8591878594
-6789790783,8591866023
-6789666785,8590967692
-6789841211,8591823293
581705619,-16804872316
577987473,-16791699434
580380491,-16805144982
582033014,-16803814784
580330214,-16799749918
578242308,-16806991712
581358969,-16803285086
581880671,-16804226807
581511634,-16804168024
578042548,-16807164243
581634788,-16804070482
581557747,-16803968157
581653677,-16804507930
581514878,-16804165222
584379636,-16802308035
2385904072,12595790704
2385911689,12595788264
2385913645,12595787369
2385903326,12595790924
2385781286,12596232940
2385917584,12595793317
2385909761,12595789021
2385911497,12595788352
2385915232,12595755851
4091072261,-8281127842
4091074089,-8281153158
4091076089,-8281167187
4091071570,-8281135485
4091044242,-8281119246
-11939384889,-6525919789
-11939646023,-6526116969
-11939531859,-6525478679
-11939379799,-6525892917
-11939433032,-6525902074
-11938544333,-6525356471
-11942220747,-6528340735
-11939208703,-6527296522
-11939410104,-6525913207
-11939327998,-6525859656
-11939379502,-6525922254
-11939403143,-6525932472
-11939410673,-6525908688
-11939397116,-6525914193
-11939406352,-6525902342
-11940396362,-6522507941
-11939410905,-6525908619
6562427763,878608978
6562460924,878599169
6562476249,878593549
6562472728,878609676
6562492584,878604246
6562475219,878594940
6562476833,878595568
6562457568,878661772
6562435446,878606705
6562500735,878583581
6562478148,878587607
6562483801,878591331
6562519527,878574981
-2636585565,-1790044246
-2633679559,-1787575686
-2633710839,-1769793579
-2629457640,-1789507879
-2636287744,-1778706214
-2633662513,-1787583487
-2644511062,-1784366525
-2632101247,-1788298012
-2633816334,-1787530164
-2633684849,-1787544683
-10913086613,-2389429677
-10913018718,-2389450112
-10913085580,-2389419512
-10913086638,-2389417271
-10913198164,-2389513241
-10913064157,-2389402836
-10913086751,-2389428707
-10913088236,-2388937016
-10913087031,-2389417523
