1964407915 , 2891847125
-1581704597 , -3989579314
-11818427809 , 4769131247
169415598 , 1878350190
-714327955 , -6579065356
-5615610829 , -5140578735
-70513854 , -67817057
-2101210002 , -12014095939
-8016483512 , 8932134175
6742127363 , -1273918675
4648333286 , 14996129388
1926997223 , -1956162200
6354263589 , -15360378710
2456617478 , 14755112956
-2389528432 , -1266268517
9673575666 , -3105306661
-1051237573 , -12960494341
-4322215375 , 4716254336
1680815631 , 14710003953
-2410447102 , 302994412
-5273933209 , 4593614909
11409987571 , 1369870101
158661045 , 941766676
-1807404698 , 1034544255
3005125184 , 13396046385
-9653497747 , 11695909957
-9794350631 , -1891232829
-9967133482 , -12715424048
-5412754664 , -9582497653
8771735934 , 11299278626
5052601455 , -755853058
6119009224 , -4085687222
6665333829 , 11420016294
8317798223 , -9759581855
8621366984 , -1271102872
10098117501 , 4512890111
-14087997464 , 1539247571
5456055533 , -3347862985
-6351869832 , 4843073672
-2466068818 , 2455781427
-6892809814 , 13876442983
211163463 , -3159083346
-1670554941 , -2139888179
1057897546 , 6911932638
-8882345335 , -12212299179
-806235846 , 4830730377
8826167912 , -5071273526
7936924586 , -2463707355
-7890898877 , -10946273912
-9607006608 , 7959475731
-199797803 , -693443373
-11508209709 , 11843444172
3362622263 , -9092022627
-5010079018 , 5164241143
2053765624 , -7497805565
-4347641454 , 2530044175
-3981718849 , -11729193034
2134445567 , 8404939331
1222042806 , 5595359504
-843690033 , 603514079
11204348343 , 2642696241
8414594176 , 1502317532
122931802 , 6633202
-13224778150 , -4949806600
-10942987276 , 6138609743
-10374504893 , -4624797503
9021942086 , -9865604341
5111403157 , -9002931889
1327736549 , -1754239157
-6342437485 , -999660944
4045794570 , 8880908364
15835336968 , -3579265455
-7392430205 , 357777715
-5636596916 , -12031552164
-804175855 , 4729301049
1296591023 , -299076711
627416618 , -8354429130
-2817869980 , -1796959841
6500906113 , -8924932468
-2243200938 , -9720712969
-2844658322 , -1429201817
-9112111621 , 13903795901
576389827 , -229022903
30642534 , 126382646
13580358274 , 5867117450
-875998167 , 7032942450
-2121483718 , 16158622211
-441783615 , -16285941553
8989398619 , -2038863686
-2401499535 , 8446029769
-6114191748 , 7052009053
4930703886 , -3077610714
-15038578118 , -2828109743
-7646345133 , 9408873617
973215115 , 759798483
15083145467 , 6133121982
-960400856 , -155664512
-8514161831 , 4397810419
-2100635322 , -8158046091
173319656 , -744865846
